,Price,Area,Location,City,bedrom
2135,58.16,1294,Navallur,Chennai,3
2136,49.04,1091,Navallur,Chennai,2
2137,46.65,1038,Navallur,Chennai,2
2138,44.81,997,Navallur,Chennai,2
2139,64.61,994,Korattur,Chennai,2
2140,63.96,984,Korattur,Chennai,2
2141,64.61,994,Korattur,Chennai,2
2142,66.36,1031,Korattur,Chennai,2
2143,62.59,963,Korattur,Chennai,2
2144,62.59,963,Korattur,Chennai,2
2145,63.96,984,Korattur,Chennai,2
2146,63.89,983,Korattur,Chennai,2
2147,63.96,984,Anna Nagar,Chennai,2
2148,54.0,840,tambaram west,Chennai,2
2149,50.5,840,tambaram west,Chennai,2
2150,38.0,550,Chromepet,Chennai,1
2151,40.2,804,Pammal,Chennai,2
2153,44.55,891,Pammal,Chennai,2
2154,30.2,604,Pammal,Chennai,1
2155,42.85,857,Pammal,Chennai,2
2158,42.5,850,Pammal,Chennai,2
2159,50.7,845,tambaram west,Chennai,2
2160,58.5,975,tambaram west,Chennai,2
2161,30.0,550,other,Chennai,1
2162,35.1,900,Poonamallee,Chennai,2
2163,36.27,930,Poonamallee,Chennai,2
2164,35.1,900,Poonamallee,Chennai,2
2165,27.5,550,other,Chennai,1
2166,28.5,550,tambaram west,Chennai,1
2167,66.0,900,Chromepet,Chennai,2
2168,69.48,1069,Anna Nagar,Chennai,2
2169,64.61,994,Anna Nagar,Chennai,2
2170,63.89,983,Anna Nagar,Chennai,2
2171,63.96,984,Anna Nagar,Chennai,2
2172,64.61,994,Anna Nagar,Chennai,2
2173,64.61,994,Anna Nagar,Chennai,2
2174,64.61,994,Anna Nagar,Chennai,2
2175,63.89,983,Anna Nagar,Chennai,2
2176,63.89,983,other,Chennai,2
2177,63.96,984,Anna Nagar,Chennai,2
2178,64.61,994,Anna Nagar,Chennai,2
2180,48.31,880,tambaram west,Chennai,2
2181,95.48,1469,Kolathur,Chennai,3
2182,63.96,984,Kolathur,Chennai,2
2183,91.58,1409,Kolathur,Chennai,3
2184,63.89,983,Kolathur,Chennai,2
2185,68.31,1051,Kolathur,Chennai,2
2186,66.36,1021,Kolathur,Chennai,2
2187,64.61,994,Kolathur,Chennai,2
2188,65.65,1010,Kolathur,Chennai,2
2189,82.22,1265,Kolathur,Chennai,3
2190,69.48,1069,Kolathur,Chennai,2
2191,62.59,963,Kolathur,Chennai,2
2192,32.29,897,tambaram west,Chennai,2
2193,40.0,900,other,Chennai,2
2194,82.22,1265,Korattur,Chennai,3
2195,63.89,983,Korattur,Chennai,2
2196,63.96,984,Korattur,Chennai,2
2197,69.48,1069,Korattur,Chennai,2
2198,91.58,1409,Korattur,Chennai,3
2199,63.96,984,Korattur,Chennai,2
2200,63.89,983,Korattur,Chennai,2
2201,95.48,1469,Korattur,Chennai,3
2202,63.89,983,Korattur,Chennai,2
2203,63.96,984,Korattur,Chennai,2
2204,95.48,1469,Korattur,Chennai,3
2205,65.65,1010,Korattur,Chennai,2
2206,91.58,1409,Korattur,Chennai,3
2207,62.59,963,Korattur,Chennai,2
2208,66.36,1021,Korattur,Chennai,2
2209,64.61,994,Korattur,Chennai,2
2210,91.58,1409,Korattur,Chennai,3
2211,95.48,1469,Korattur,Chennai,3
2212,82.22,1265,Korattur,Chennai,3
2213,91.58,1409,Korattur,Chennai,3
2214,95.48,1469,Korattur,Chennai,3
2215,82.22,1265,Korattur,Chennai,3
2216,70.52,1085,Velachery,Chennai,2
2217,83.53,1971,other,Chennai,3
2218,72.52,1595,other,Chennai,3
2219,113.99999,1827,Thoraipakkam OMR,Chennai,4
2220,80.37,1286,Thoraipakkam OMR,Chennai,2
2221,88.81,1421,Thoraipakkam OMR,Chennai,2
2222,99.56,1593,Thoraipakkam OMR,Chennai,3
2223,95.5,1528,Thoraipakkam OMR,Chennai,3
2224,93.87,1951,Sholinganallur,Chennai,4
2225,94.0,1951,Sholinganallur,Chennai,4
2227,35.81,591,other,Chennai,1
2229,57.93,956,other,Chennai,2
2231,35.81,591,other,Chennai,1
2233,57.93,956,other,Chennai,2
2235,41.65,1225,other,Chennai,3
2236,41.65,1225,other,Chennai,3
2237,33.21,977,other,Chennai,2
2238,33.21,977,other,Chennai,2
2239,69.48999,900,Chromepet,Chennai,2
2240,69.12,895,Chromepet,Chennai,2
2241,67.65,875,Chromepet,Chennai,2
2242,49.39,932,Sholinganallur,Chennai,2
2243,108.0,1671,Thoraipakkam OMR,Chennai,3
2244,84.94,1286,Thoraipakkam OMR,Chennai,2
2245,101.0,1528,Thoraipakkam OMR,Chennai,3
2247,45.99,1278,Kelambakkam,Chennai,2
2248,61.36,1705,Kelambakkam,Chennai,3
2249,43.94,1221,Kelambakkam,Chennai,2
2250,57.08,1586,Kelambakkam,Chennai,3
2251,62.01,1723,Kelambakkam,Chennai,3
2252,55.02,1529,Kelambakkam,Chennai,3
2253,44.51,1237,Kelambakkam,Chennai,2
2254,59.95,1666,Kelambakkam,Chennai,3
2255,96.62,1546,Thoraipakkam OMR,Chennai,3
2256,90.75,1452,Thoraipakkam OMR,Chennai,2
2257,96.87,1550,Thoraipakkam OMR,Chennai,3
2258,95.0,1444,Madipakkam,Chennai,3
2259,95.0,1444,Madipakkam,Chennai,3
2260,101.0,1541,Madipakkam,Chennai,3
2261,101.0,1541,Madipakkam,Chennai,3
2262,92.0,1395,Madipakkam,Chennai,3
2263,92.0,1395,Madipakkam,Chennai,3
2265,210.0,1500,other,Chennai,3
2267,220.0,2062,Anna Nagar,Chennai,3
2269,220.0,2062,Anna Nagar,Chennai,3
2271,210.0,2062,Anna Nagar,Chennai,3
2272,155.0,1555,Anna Nagar,Chennai,2
2277,29.79,540,tambaram west,Chennai,1
2278,29.5,525,tambaram west,Chennai,1
2280,30.11,550,tambaram west,Chennai,1
2281,75.0,975,tambaram west,Chennai,2
2287,40.63,945,Porur,Chennai,2
2288,33.65,765,Porur,Chennai,1
2289,32.89,765,Porur,Chennai,1
2290,31.17,725,Porur,Chennai,1
2293,72.0,1330,other,Chennai,3
2297,47.3,900,other,Chennai,2
2302,25.35,500,Kolapakkam,Chennai,1
2303,32.64,600,Kolapakkam,Chennai,1
2304,33.47,640,Kolapakkam,Chennai,1
2308,25.35,500,Kolapakkam,Chennai,1
2309,58.62,1090,Kolapakkam,Chennai,2
2314,32.64,600,Kolapakkam,Chennai,1
2315,73.67,1198,Perungudi,Chennai,2
2317,65.89,1100,Thoraipakkam OMR,Chennai,2
2325,87.92,1307,Karapakkam,Chennai,3
2326,88.36,1314,Karapakkam,Chennai,3
2327,69.95999,1027,Karapakkam,Chennai,2
2328,91.19,1358,Karapakkam,Chennai,3
2329,69.77,1024,Karapakkam,Chennai,2
2331,104.0,1561,Karapakkam,Chennai,3
2332,87.21,1296,Karapakkam,Chennai,3
2333,104.0,1566,Karapakkam,Chennai,3
2334,132.0,1829,Karapakkam,Chennai,3
2335,104.0,1564,Karapakkam,Chennai,3
2336,90.55,1348,Karapakkam,Chennai,3
2337,137.99999,1944,Karapakkam,Chennai,3
2338,186.0,2630,Karapakkam,Chennai,4
2339,185.0,2616,Karapakkam,Chennai,4
2340,106.0,1599,Karapakkam,Chennai,3
2341,72.13,1173,Perungudi,Chennai,2
2342,97.41,1584,Perungudi,Chennai,3
2345,178.0,1431,Thiruvanmiyur,Chennai,2
2346,227.99999,1831,Thiruvanmiyur,Chennai,3
2348,160.0,1517,Vadapalani,Chennai,3
2349,160.0,1516,Vadapalani,Chennai,3
2350,178.0,1685,Vadapalani,Chennai,3
2351,207.0,1954,Vadapalani,Chennai,3
2352,200.0,1888,Vadapalani,Chennai,3
2353,179.0,1695,Vadapalani,Chennai,3
2354,158.0,1496,Vadapalani,Chennai,3
2355,200.0,1891,Vadapalani,Chennai,3
2356,158.0,1495,Vadapalani,Chennai,3
2357,156.0,1474,Vadapalani,Chennai,3
2358,170.0,1611,Vadapalani,Chennai,3
2359,170.0,1610,Vadapalani,Chennai,3
2360,202.99999,1923,Vadapalani,Chennai,3
2361,204.0,1925,Vadapalani,Chennai,3
2363,32.02,915,West Tambaram,Chennai,2
2364,32.02,915,West Tambaram,Chennai,2
2365,32.02,915,West Tambaram,Chennai,2
2366,89.0,1018,other,Chennai,2
2367,54.0,913,Kovur,Chennai,2
2368,51.0,994,Kelambakkam,Chennai,2
2370,32.02,915,West Tambaram,Chennai,2
2371,33.77,965,Selaiyur,Chennai,2
2372,38.85,1110,West Tambaram,Chennai,2
2373,40.0,1062,other,Chennai,2
2374,40.0,1062,other,Chennai,2
2375,40.0,1062,other,Chennai,2
2376,40.0,1062,other,Chennai,2
2377,40.0,1062,other,Chennai,2
2378,40.0,1062,other,Chennai,2
2379,40.0,1062,other,Chennai,2
2380,33.22,852,other,Chennai,2
2383,32.76,840,other,Chennai,2
2387,82.16,1565,Kolathur,Chennai,2
2388,67.04,1277,Kolathur,Chennai,2
2389,92.76,1767,Kolathur,Chennai,3
2390,101.0,1938,Kolathur,Chennai,3
2391,137.0,2627,Kolathur,Chennai,3
2393,106.0,2020,Kolathur,Chennai,3
2394,71.13,1355,Kolathur,Chennai,2
2395,86.04,1639,Kolathur,Chennai,2
2396,97.59,1859,Kolathur,Chennai,3
2397,92.29,1758,Kolathur,Chennai,3
2398,121.0,1506,Madipakkam,Chennai,3
2399,116.0,1444,Madipakkam,Chennai,3
2400,102.0,1282,Madipakkam,Chennai,3
2401,97.42,1215,Madipakkam,Chennai,2
2402,117.0,1464,Madipakkam,Chennai,3
2403,78.67,965,Madipakkam,Chennai,2
2404,87.67,1100,Madipakkam,Chennai,2
2405,85.89,1068,Madipakkam,Chennai,2
2408,65.0,1024,Maduravoyal,Chennai,2
2409,40.0,592,other,Chennai,1
2410,90.0,1076,Pallavaram,Chennai,2
2411,40.0,1060,other,Chennai,2
2412,75.0,1276,other,Chennai,2
2413,63.96,984,Kolathur,Chennai,2
2414,63.89,983,Kolathur,Chennai,2
2415,63.89,983,Anna Nagar,Chennai,2
2416,68.31,1051,Anna Nagar,Chennai,2
2417,64.61,994,Kolathur,Chennai,2
2418,66.36,1021,Anna Nagar,Chennai,2
2419,62.59,963,Anna Nagar,Chennai,2
2420,63.89,983,Anna Nagar,Chennai,2
2421,65.65,1010,Anna Nagar,Chennai,2
2422,69.48,1069,Korattur,Chennai,2
2423,64.61,994,Kolathur,Chennai,2
2424,63.96,984,Kolathur,Chennai,2
2425,66.36,1021,Anna Nagar,Chennai,2
2426,64.61,994,Korattur,Chennai,2
2427,63.89,983,Kolathur,Chennai,2
2428,75.69,1321,Korattur,Chennai,2
2432,76.0,984,other,Chennai,2
2435,46.0,880,Kovilambakkam,Chennai,2
2438,42.0,809,Kovilambakkam,Chennai,2
2441,64.76,1222,Ullagaram,Chennai,3
2442,37.43,871,Poonamallee,Chennai,2
2443,28.5,750,other,Chennai,1
2444,31.73,835,Thiruverkadu,Chennai,2
2445,37.43,871,Poonamallee,Chennai,2
2446,47.08,984,other,Chennai,2
2447,30.94,884,other,Chennai,2
2448,39.56,920,Poonamallee,Chennai,2
2449,28.8,600,other,Chennai,1
2450,37.43,871,Poonamallee,Chennai,2
2451,39.56,920,Poonamallee,Chennai,2
2452,27.43,638,Poonamallee,Chennai,1
2453,33.63,885,Avadi,Chennai,2
2455,28.5,750,other,Chennai,1
2456,31.73,835,Thiruverkadu,Chennai,2
2457,31.95,841,Avadi,Chennai,2
2458,39.56,920,Poonamallee,Chennai,2
2459,49.88,1160,Poonamallee,Chennai,2
2460,20.89999,550,other,Chennai,1
2461,32.5,805,Ullagaram,Chennai,2
2462,33.0,809,Ullagaram,Chennai,2
2463,82.14,1439,Korattur,Chennai,3
2465,107.0,1909,Korattur,Chennai,4
2469,47.33,816,Manapakkam,Chennai,2
2470,47.33,816,Manapakkam,Chennai,2
2471,47.33,816,Manapakkam,Chennai,2
2473,65.0,1159,other,Chennai,2
2474,65.0,1159,Mogappair,Chennai,2
2475,65.0,1131,other,Chennai,2
2477,56.47,1255,Kolapakkam,Chennai,3
2478,45.45,1010,Porur,Chennai,2
2479,38.79,862,Kolapakkam,Chennai,2
2480,38.79,862,Kolapakkam,Chennai,2
2482,22.5,411,Medavakkam,Chennai,1
2483,25.84,472,Medavakkam,Chennai,1
2485,96.43,1691,Korattur,Chennai,3
2486,66.18,1138,Korattur,Chennai,2
2487,98.61,1569,Karapakkam,Chennai,3
2488,75.3,1208,Karapakkam,Chennai,2
2489,81.61,1316,Karapakkam,Chennai,2
2490,100.0,1647,Karapakkam,Chennai,3
2491,76.52,1229,Karapakkam,Chennai,2
2492,99.25,1618,Karapakkam,Chennai,3
2493,76.41,1227,Karapakkam,Chennai,2
2494,79.97,1288,Karapakkam,Chennai,2
2495,80.79,1302,Karapakkam,Chennai,2
2496,74.83,1200,Karapakkam,Chennai,2
2497,76.64,1231,Karapakkam,Chennai,2
2498,76.58,1230,Karapakkam,Chennai,2
2499,80.79,1302,Karapakkam,Chennai,2
2501,28.9,528,Medavakkam,Chennai,1
2503,77.0,1414,Medavakkam,Chennai,3
2504,52.56,960,Medavakkam,Chennai,2
2505,47.9,875,Medavakkam,Chennai,2
2506,78.0,1428,Medavakkam,Chennai,3
2509,125.0,1500,Thoraipakkam OMR,Chennai,3
2510,90.86,1298,Velachery,Chennai,3
2513,74.76,1068,Velachery,Chennai,2
2514,74.76,1068,Velachery,Chennai,2
2515,65.93,899,Velachery,Chennai,2
2517,38.1,905,other,Chennai,2
2518,36.15999,882,other,Chennai,2
2520,52.44,1201,Medavakkam,Chennai,3
2521,45.63,1039,Medavakkam,Chennai,2
2522,42.78,971,Medavakkam,Chennai,2
2523,38.75,899,Medavakkam,Chennai,2
2526,58.7,1223,Nanmangalam,Chennai,3
2528,47.84,955,Nanmangalam,Chennai,2
2529,45.2,900,Nanmangalam,Chennai,2
2530,40.84,851,Nanmangalam,Chennai,2
2531,22.73,530,Nanmangalam,Chennai,1
2532,90.86,1298,Velachery,Chennai,3
2535,74.76,1068,Velachery,Chennai,2
2536,74.76,1068,Velachery,Chennai,2
2537,65.93,899,Velachery,Chennai,2
2539,38.1,905,other,Chennai,2
2540,36.15999,882,other,Chennai,2
2542,52.44,1201,Medavakkam,Chennai,3
2543,45.63,1039,Medavakkam,Chennai,2
2544,42.78,971,Medavakkam,Chennai,2
2545,38.75,899,Medavakkam,Chennai,2
2547,74.5,1300,Medavakkam,Chennai,3
2548,71.3,1260,Medavakkam,Chennai,3
2550,52.0,1200,Selaiyur,Chennai,3
2551,40.0,954,Selaiyur,Chennai,2
2552,45.0,954,Madambakkam,Chennai,2
2553,50.0,954,Selaiyur,Chennai,2
2554,63.36,1320,other,Chennai,3
2555,63.36,1320,other,Chennai,3
2557,24.28,495,Medavakkam,Chennai,1
2558,46.28,960,Medavakkam,Chennai,2
2559,40.69,830,Medavakkam,Chennai,2
2561,50.9,1020,Pallikaranai,Chennai,2
2562,49.55,990,Pallikaranai,Chennai,2
2563,63.95,1310,Pallikaranai,Chennai,3
2564,65.3,1340,Pallikaranai,Chennai,3
2565,51.5,952,Sunnambu Kolathur S Kolathur,Chennai,2
2566,68.04,1270,Sunnambu Kolathur S Kolathur,Chennai,3
2567,71.16,1330,Sunnambu Kolathur S Kolathur,Chennai,3
2568,67.0,1250,Sunnambu Kolathur S Kolathur,Chennai,3
2569,60.1,1020,Madipakkam,Chennai,2
2570,55.25,950,Madipakkam,Chennai,2
2571,53.4,880,Madipakkam,Chennai,2
2572,53.48,990,Sunnambu Kolathur S Kolathur,Chennai,2
2573,53.48,990,Sunnambu Kolathur S Kolathur,Chennai,2
2574,49.84,920,Sunnambu Kolathur S Kolathur,Chennai,2
2575,52.44,970,Sunnambu Kolathur S Kolathur,Chennai,2
2576,48.36,945,Medavakkam,Chennai,2
2577,51.26,1068,Medavakkam,Chennai,2
2578,91.98,1260,Velachery,Chennai,3
2579,41.72,843,tambaram west,Chennai,2
2580,46.13,932,tambaram west,Chennai,2
2581,49.5,1000,tambaram west,Chennai,2
2582,60.1,1020,Madipakkam,Chennai,2
2583,55.25,950,Madipakkam,Chennai,2
2584,53.4,880,Madipakkam,Chennai,2
2585,91.98,1260,Velachery,Chennai,3
2586,41.72,843,tambaram west,Chennai,2
2587,46.13,932,tambaram west,Chennai,2
2588,49.5,1000,tambaram west,Chennai,2
2590,41.74,859,Selaiyur,Chennai,2
2591,46.89,965,Selaiyur,Chennai,2
2592,60.76,1266,Rajakilpakkam,Chennai,3
2593,42.57,860,Pallikaranai,Chennai,2
2594,43.56,880,Pallikaranai,Chennai,2
2595,44.88,1020,Kovilambakkam,Chennai,2
2596,55.44,1260,Kovilambakkam,Chennai,3
2597,40.7,925,Kovilambakkam,Chennai,2
2598,38.28,870,Kovilambakkam,Chennai,2
2599,39.53,869,Selaiyur,Chennai,2
2600,47.18,983,Sembakkam,Chennai,2
2601,51.16,1066,Rajakilpakkam,Chennai,2
2602,41.4,900,Madambakkam,Chennai,2
2603,41.76,870,Sembakkam,Chennai,2
2604,42.9,975,Kovilambakkam,Chennai,2
2605,38.89,884,Kovilambakkam,Chennai,2
2607,48.0,975,Selaiyur,Chennai,2
2608,48.0,975,Selaiyur,Chennai,2
2609,44.0,879,Selaiyur,Chennai,2
2611,43.0,884,Madipakkam,Chennai,2
2614,54.6,1200,Sembakkam,Chennai,3
2615,42.99,945,Chromepet,Chennai,2
2616,54.6,1200,Chromepet,Chennai,3
2617,44.72,983,Sembakkam,Chennai,2
2619,51.81,942,Chromepet,Chennai,2
2621,40.86999,865,Sembakkam,Chennai,2
2622,60.33,1277,Madambakkam,Chennai,3
2623,50.36,1066,Madambakkam,Chennai,2
2624,49.28,896,Chromepet,Chennai,2
2625,38.0,800,Selaiyur,Chennai,2
2626,46.78,985,Selaiyur,Chennai,2
2627,69.63,1266,Chromepet,Chennai,3
2630,41.08,865,Selaiyur,Chennai,2
2631,61.75,1300,Selaiyur,Chennai,3
2633,37.79999,800,Rajakilpakkam,Chennai,2
2634,40.86999,865,Madambakkam,Chennai,2
2635,60.33,1277,Rajakilpakkam,Chennai,3
2636,41.08,865,Selaiyur,Chennai,2
2637,38.0,800,Selaiyur,Chennai,2
2639,28.5,600,Selaiyur,Chennai,1
2640,61.75,1300,tambaram west,Chennai,3
2641,57.0,1200,tambaram west,Chennai,3
2643,46.78,985,tambaram west,Chennai,2
2644,44.79,943,tambaram west,Chennai,2
2645,41.08,865,tambaram west,Chennai,2
2646,42.18,888,tambaram west,Chennai,2
2647,61.75,1300,tambaram west,Chennai,3
2648,46.78,985,tambaram west,Chennai,2
2649,195.0,1566,Thiruvanmiyur,Chennai,3
2650,45.0,954,East Tambaram,Chennai,2
2651,63.0,1363,East Tambaram,Chennai,3
2652,50.0,1225,other,Chennai,3
2653,40.0,970,other,Chennai,2
2654,40.0,983,other,Chennai,2
2655,40.0,977,other,Chennai,2
2657,40.0,976,other,Chennai,2
2658,62.4,1040,Velachery,Chennai,2
2659,40.4,1010,tambaram west,Chennai,2
2660,40.0,1040,other,Chennai,2
2661,33.4,835,tambaram west,Chennai,2
2662,190.0,1550,other,Chennai,3
2663,56.1,935,Velachery,Chennai,2
2664,46.53,940,Kolapakkam,Chennai,2
2665,49.69,1004,Kolapakkam,Chennai,2
2666,45.83,926,Kolapakkam,Chennai,2
2667,63.21,1277,Kolapakkam,Chennai,3
2668,59.99,1212,Kolapakkam,Chennai,3
2669,60.04,1213,Kolapakkam,Chennai,3
2670,48.85,987,Kolapakkam,Chennai,2
2671,45.58,921,Kolapakkam,Chennai,2
2672,46.67,943,Kolapakkam,Chennai,2
2674,48.6,982,Kolapakkam,Chennai,2
2676,46.92,948,Kolapakkam,Chennai,2
2677,62.71,1267,Kolapakkam,Chennai,3
2678,85.0,925,other,Chennai,2
2679,50.0,1035,Sholinganallur,Chennai,2
2683,36.0,1000,Kovur,Chennai,2
2685,57.0,850,other,Chennai,2
2687,110.0,950,other,Chennai,2
2688,44.0,855,Mevalurkuppam,Chennai,2
2689,32.0,576,Mevalurkuppam,Chennai,1
2690,80.0,1710,Mevalurkuppam,Chennai,4
2692,55.97,905,Medavakkam,Chennai,2
2693,55.87,1030,Medavakkam,Chennai,2
2694,52.46,993,Medavakkam,Chennai,2
2695,52.08,926,Medavakkam,Chennai,2
2696,52.7,998,Medavakkam,Chennai,2
2697,48.01,899,Medavakkam,Chennai,2
2698,49.43,929,Medavakkam,Chennai,2
2699,51.99,983,Medavakkam,Chennai,2
2700,50.66,955,Medavakkam,Chennai,2
2701,51.75,978,Medavakkam,Chennai,2
2702,48.53,910,Medavakkam,Chennai,2
2703,49.24,909,Medavakkam,Chennai,2
2704,51.84,980,Medavakkam,Chennai,2
2705,49.62,933,Medavakkam,Chennai,2
2706,60.83,1106,Mugalivakkam,Chennai,2
2707,102.0,1816,Mugalivakkam,Chennai,3
2708,115.0,2096,Mugalivakkam,Chennai,4
2709,85.63,1557,Mugalivakkam,Chennai,3
2710,32.11999,584,Mugalivakkam,Chennai,1
2711,89.81,1633,Mugalivakkam,Chennai,3
2712,32.89,598,Mugalivakkam,Chennai,1
2713,72.52,1295,other,Chennai,2
2714,72.8,1300,other,Chennai,2
2715,44.6,1115,tambaram west,Chennai,2
2716,36.6,915,tambaram west,Chennai,2
2717,38.85,1110,tambaram west,Chennai,2
2718,38.85,1110,West Tambaram,Chennai,2
2719,32.02,915,West Tambaram,Chennai,2
2720,54.61,993,Mugalivakkam,Chennai,2
2721,40.0,840,Avadi,Chennai,2
2722,40.0,840,Avadi,Chennai,2
2723,40.0,815,Avadi,Chennai,2
2724,43.0,915,Avadi,Chennai,2
2725,39.0,810,Avadi,Chennai,2
2726,43.0,910,Avadi,Chennai,2
2727,39.6,840,Avadi,Chennai,2
2728,43.0,915,Avadi,Chennai,2
2729,49.42,1131,Perungalathur,Chennai,2
2730,44.26,1107,Avadi,Chennai,2
2731,57.86,1447,Avadi,Chennai,3
2732,22.79,570,Avadi,Chennai,1
2733,65.86,1647,Avadi,Chennai,3
2734,43.22,1081,Avadi,Chennai,2
2735,49.14,1229,Avadi,Chennai,3
2736,42.26,1057,Avadi,Chennai,2
2737,23.11,578,Avadi,Chennai,1
2738,62.66,1567,Avadi,Chennai,3
2739,86.75,1641,other,Chennai,3
2740,86.75,1641,Mugalivakkam,Chennai,3
2741,86.75,1641,Mugalivakkam,Chennai,3
2742,86.75,1641,Mugalivakkam,Chennai,3
2743,86.75,1641,Mugalivakkam,Chennai,3
2744,86.75,1641,Mugalivakkam,Chennai,3
2745,86.75,1641,Mugalivakkam,Chennai,3
2746,86.75,1641,Mugalivakkam,Chennai,3
2747,86.75,1641,Mugalivakkam,Chennai,3
2749,62.17,1194,other,Chennai,2
2750,86.75,1641,Manapakkam,Chennai,3
2751,86.75,1641,other,Chennai,3
2752,86.75,1641,other,Chennai,3
2753,86.75,1641,other,Chennai,3
2754,86.75,1641,Manapakkam,Chennai,3
2755,86.75,1641,Manapakkam,Chennai,3
2756,86.75,1641,Manapakkam,Chennai,3
2757,86.75,1641,Manapakkam,Chennai,3
2758,86.75,1641,Manapakkam,Chennai,3
2759,86.75,1641,other,Chennai,3
2760,86.75,1641,Manapakkam,Chennai,3
2761,230.0,1580,other,Chennai,3
2762,53.16,1251,Perumbakkam,Chennai,3
2764,44.03,1036,Perumbakkam,Chennai,2
2765,75.41,1423,Rajakilpakkam,Chennai,3
2766,64.76,1222,Rajakilpakkam,Chennai,3
2767,50.88,960,Rajakilpakkam,Chennai,2
2768,46.79,883,Rajakilpakkam,Chennai,2
2769,75.41,1423,Sembakkam,Chennai,3
2770,64.76,1222,Sembakkam,Chennai,3
2771,50.88,960,Sembakkam,Chennai,2
2772,46.79,883,Sembakkam,Chennai,2
2773,61.4,1266,Selaiyur,Chennai,3
2775,50.1,1033,Selaiyur,Chennai,2
2776,47.53,980,Selaiyur,Chennai,2
2777,40.49,835,Selaiyur,Chennai,2
2778,31.04,640,Selaiyur,Chennai,1
2779,64.75,1400,Madambakkam,Chennai,3
2781,50.1,1033,Selaiyur,Chennai,2
2782,47.53,980,Selaiyur,Chennai,2
2783,40.49,835,Selaiyur,Chennai,2
2784,31.04,640,Selaiyur,Chennai,1
2785,64.75,1400,Madambakkam,Chennai,3
2786,59.33,1283,Madambakkam,Chennai,3
2788,48.1,1040,Madambakkam,Chennai,2
2789,43.47,940,Madambakkam,Chennai,2
2790,41.2,891,Madambakkam,Chennai,2
2791,24.74,535,Madambakkam,Chennai,1
2792,64.25,1285,Sembakkam,Chennai,3
2793,58.0,1000,other,Chennai,2
2794,52.03,946,Ambattur,Chennai,2
2795,47.08,856,Ambattur,Chennai,2
2796,53.18,967,Ambattur,Chennai,2
2797,29.75,541,Ambattur,Chennai,1
2798,23.43,426,Ambattur,Chennai,1
2801,44.26,1107,Avadi,Chennai,2
2802,43.22,1081,Avadi,Chennai,2
2803,42.26,1057,Avadi,Chennai,2
2804,23.11,578,Avadi,Chennai,1
2805,62.66,1567,Avadi,Chennai,3
2806,57.86,1447,Avadi,Chennai,3
2807,22.79,570,Avadi,Chennai,1
2808,65.86,1647,Avadi,Chennai,3
2809,49.14,1229,Avadi,Chennai,3
2810,31.6,660,Nanmangalam,Chennai,1
2811,65.8,941,Chromepet,Chennai,2
2812,33.15999,809,Ullagaram,Chennai,2
2813,70.0,924,Chromepet,Chennai,2
2814,48.4,1008,Nanmangalam,Chennai,2
2815,41.4,900,Nanmangalam,Chennai,2
2816,105.0,1433,other,Chennai,3
2817,33.0,805,Nanmangalam,Chennai,2
2820,33.15999,809,Ullagaram,Chennai,2
2821,70.0,924,Chromepet,Chennai,2
2822,33.0,805,Nanmangalam,Chennai,2
2824,42.7,930,Nanmangalam,Chennai,2
2825,29.6,619,Nanmangalam,Chennai,1
2826,52.0,1002,Sunnambu Kolathur S Kolathur,Chennai,2
2827,66.84999,1285,Sunnambu Kolathur S Kolathur,Chennai,3
2828,53.45,1028,Sunnambu Kolathur S Kolathur,Chennai,2
2829,50.0,1117,Nanmangalam,Chennai,2
2830,51.45,989,Nanmangalam,Chennai,2
2831,48.62,935,Nanmangalam,Chennai,2
2833,45.81,881,Nanmangalam,Chennai,2
2834,45.0,867,Nanmangalam,Chennai,2
2837,48.93,941,Nanmangalam,Chennai,2
2838,53.92,1037,Nanmangalam,Chennai,2
2839,33.0,805,Nanmangalam,Chennai,2
2841,48.4,1008,Nanmangalam,Chennai,2
2842,41.4,900,Nanmangalam,Chennai,2
2843,100.0,1293,other,Chennai,3
2844,42.7,930,Nanmangalam,Chennai,2
2845,57.0,900,Navallur,Chennai,2
2847,51.16,1066,Kovur,Chennai,2
2848,69.69,1452,Kovur,Chennai,3
2849,64.8,1350,Kovur,Chennai,3
2850,44.35,924,Kovur,Chennai,2
2851,65.70999,1369,Kovur,Chennai,3
2852,56.4,1175,Kovur,Chennai,2
2854,52.0,952,Sunnambu Kolathur S Kolathur,Chennai,2
2857,39.46,877,other,Chennai,2
2859,55.99,1018,Sholinganallur,Chennai,2
2860,55.0,1000,Sholinganallur,Chennai,2
2861,57.75,1050,Sholinganallur,Chennai,2
2862,60.5,1100,Sholinganallur,Chennai,2
2863,26.0,570,Thiruverkadu,Chennai,1
2864,132.0,2000,Perungudi,Chennai,3
2865,75.0,1546,Sholinganallur,Chennai,3
2866,100.0,1599,Karapakkam,Chennai,3
2867,80.0,1296,Karapakkam,Chennai,3
2868,36.45,810,Nanmangalam,Chennai,2
2869,52.21,952,Manikandan Nagar,Chennai,2
2870,63.0,1060,Sholinganallur,Chennai,2
2871,49.94,910,Ullagaram,Chennai,2
2872,86.75,1641,other,Chennai,3
2876,63.43,1337,Thiruverkadu,Chennai,3
2877,55.19,1160,Thiruverkadu,Chennai,2
2878,27.77,571,Thiruverkadu,Chennai,1
2879,27.03,555,Thiruverkadu,Chennai,1
